R0,L1,C1,1
R1,L1,C1,1
R2,L1,C1,1
R3,L1,C1,0
R3,L1,C2,0
R3,L1,C3,1
R3,L2,C1,0
R3,L2,C2,1
R3,L3,C1,0
R4,L1,C1,0
R4,L1,C2,0
R4,L1,C3,1
R4,L2,C1,1
R5,L1,C1,0
R5,L1,C2,0
R5,L1,C3,0
R5,L1,C4,0
R5,L1,C5,0
R5,L1,C6,0
R5,L1,C7,0
R5,L1,C8,0
R5,L1,C9,0
R5,L2,C1,0
R5,L2,C2,0
R5,L2,C3,0
R5,L2,C4,0
R5,L2,C5,0
R5,L2,C6,0
R5,L2,C7,0
R5,L2,C8,0
R5,L2,C9,0
R5,L3,C1,0
R5,L3,C2,0
R5,L3,C3,0
R5,L3,C4,0
R5,L3,C5,0
R5,L3,C6,0
R5,L3,C7,0
R5,L3,C8,0
R5,L3,C9,0
